Content,Author,Date Created,Last Changed
(bkz: cevdet akçay is loading),lesvos,21.01.2024 00:27,null
"parlak bir cv, parlak bir kariyer sahibi olabilir. lakin, son bir kaç senede defalarca spekülatif şekillerde el değiştirmiş bir koltuğa oturtulan bir insanın daha olgun ve tecrübeli olması gerekiyor.duruşu, basın toplantılarındaki cevapları, gazete röportajları, ailesinin görevinin yanında bu kadar konuşulması, bunun üzerinden kendisine mağduriyet yaratılması vs. hiç biri artı yazmıyor kendisine. mehmet şimşek mentorluğunda daha çok sembolik olarak koltuğu emanet etmişler hissi yaratıyor.çocuğunu emzirtmeye getiren babası merkez bankasındaki köşe odasında çaycıyı tokatladı (!) gibi garip ötesi iddialar nasıl çıkıyor anlamak mümkün değil. hayal gücünün ürünü bir operasyon algısı ise kurgulayıp servise sürene helal olsun hemen atv ile 32 bölümlük bir dizi anlaşması yapsın. yok eğer gerçekse vay halimize.tanım: merkez bankası başkanıdır.peşinen edit: yukarıda (!) ile işaretli kurgu son bir kaç gündür medyadaki haberlerden duyulmuş kelimelerin gelişi güzel birleşiminden oluşmuştur. ironi içerir..",ununu elemis elegini asmis,21.01.2024 00:30,null
"eğitimli, donanımlı, ortalarda görünmeyen biri olunca nereden saldıracağını bilemeyenlerce yıpratılmak istenen kadın. o kadar zorla malzeme arıyorlar ki! liyakatli olunca bir şey de çıkmıyor.gördüğüm kadarıyla hafize gaye erkan, geldiğinden beri sadece işini yapan, medyatik olup orada burada görünmeyen daha öncesinde hep başarılı olmuş bir kadın(tcmb konusunda henüz bir şey diyemiyorum çünkü daha erken). daha önce de hiç tanımıyordum. liyakatli bir şekilde geldiği yerde bir şeyler yapmaya çalışıyor. henüz sonucu göremedik ama bir anlık iş değil ki bu şıppadanak düzeltsin.birden ülkesine gelip işlere el atmasının altında hep bir yeniği aranıyor. e fazlaca da merak var tabi çünkü her dakika malzeme vermiyor. en sonki röportajında kiralık ev bulamamasıyla ilgili konuşması üzerine çok şey söylendi yazıldı, zorlama yorumlar yapıldı. e bir de sanki yıllardır yurtdışında üstdüzey görevlerde çalışmamış da döviz üzerinden kazanmamış gibi bilmem kaç milyona villa alması da yine eleştirildi. yine bir olay var ve içeriğini, sürecini sonucunu bilmiyoruz ama ""iddia edildi"" cümlesiyle her şey bir güzel söyleniyor ""ama tabi bunlar bir iddia"" diye de eklenerek altındaki taşlar teker teker çekiliyor. babasının tcmb içindeki olayını bilmiyorum. üzerine gidilsin, incelensin halka bilgi verilsin. böyle bir şey varsa açıklama yapılsın ve engellensin ancak o güne kadar içeriği etraflıca bilinmeyen konularda tek tarafın beyanı ile hareket ederek yargılara varmak en basit tabiri ile kişiyi adaletsiz yapar. adaletsiz davrananın da adalet istemeye hakkı yoktur. nereye çekerseniz çekin her şey değişebilir ama hakikat değişmez. adalet ekmek, su gibi hepimize lazım. bunun farkında olarak eleştiri yapın.",nikini vermek istemeyen bir izleyici,21.01.2024 00:31,00:36
kendisinden önce uygulanan politikalar kimlerin lehineydi? günümüzde uygulanan politikalar kimlerin aleyhine?,sorunsalherif,21.01.2024 00:33,null
iddialar doğruysa epey çirkin bir insan gibi görünüyor da istendiği zaman her şeyin üstünün örtüldüğü ülkemizde cimer ihbarı ile başlayan bir itibarsızlaşma yaşamasını da doğal bulmuyorum. eski usül merkez bankası başkanı kovma metodunda değişime gidilmiş olabilir.,geceye turp sikan adam,21.01.2024 00:38,00:40
"şu olayı eleştirenlerini de aktrol ilan etmeyin amk, türkiyede olmuş en absürt olaylar listesinde zirveye oynayabilecek bir olay bu. öyle iftira diyip geçilebilecek bir şey değil, gazeteciler de bunların doğru olduğundan bahsediyor. yalan böyle bir şey yok diyen çıkmadı. bu ülke için iyi birşeyler yapmaya çalışıyorsan, bu vatan hainlerine bu derece malzeme verecek skandal bir hareketi yapmayacaksın.",time to know,21.01.2024 00:40,null
bu kadını oraya oturtan kişi rte olmadığı için alacak kişi de rte olmayacaktır. kendisi 2023 seçimlerini uluslararası pazarlığının sonucu orada oturmaktadır.gözlerinden ışık saçan ucubelere devredilen tek görev seçime kadar koltuğu ve para akışını sıcak tutmaktı. o devir geçti...düşük faizden yararlanan tüm kan emiciler küçük beyinleriyle bildikleri basit oyunları oynamaya çalışırken dikkat etmeliler. bu işler onların tatlı su kurnazlıklarını baya aşar.türk halkı da seçimlerden sonra sıkı tutunsun. 20 yıllık uçuşun feci bir düşüşü geliyor.,ahbebegim,21.01.2024 00:41,00:46
ulan naci ağbal olacaktı var yaa ahhh işte,aragornaster,21.01.2024 00:41,null
"kadının tam olarak ne ile suçlandığını anlamamakla birlikte, babasının bankada yaptıklarıyla ilgili özel odası makam arabası vs falan gördüm bunların savunulacak tarafı yok ama belediyelerin götü boklu daire başkanlarının bile bu kadının suçlandığı şeylerden fazlasını yaptığını herkes biliyor hiç bir şey üretmeyen faydası olmayan adamların kendilerini geçtim eşlerinin makam arabalarından tutunda neler neler",avehhli,21.01.2024 12:22,null
"kadının kariyerine, kişiliğine vs hiç bir sözüm yok olamaz da sadece saygı duyabilirim ama sevgili suserlar allah aşkına şunu söyleyin faiz artırmak dışında ne yapıyor bu arkadaş, nasıl bir katkı veriyor? naci agbal'in murat uysal'in günahı neydi onlar batırdı da bu mu kurtarıyor? bırakın allah aşkına.",catapatfalan,21.01.2024 12:26,null
"orul orul osmanlı çocukları algı kasıyor.bir kaç dallama tanıyorum şu pelikan sıçmıklarından hemen yerlerini almışlar sıra ile.söz konusu entry'e konu olan kadın kimdir, başarıları nedir, zerre ilgimi çekmiyor ama bir algı çalışmasının yapıldığı çok net ortadadır.iş bu entry; benim gibi siyasetten iğrenme noktasına gelmiş ne oluyor diyenler için bir anekdot olarak düşülmüştür.(bkz: rant savaşları)",promet,21.01.2024 12:30,null
bu kadını görevden aldıkları gün dolar %20 artar. birilerinin ayağına basmış belli ki.,numbaly,21.01.2024 12:32,null
"akp siyaset ve bürokrasisinde bir kriter vardır. burada yer alan kişiler, elde tuttukları devlet makam ve imkanlarını bıraksalar, kendi yetenek ve özgeçmişleri ile bu makamların 10'da biri seviyede bile tutunamazlar. sözgelimi kartal imam hatip mezunu x kişi falan yerdeki bölge müdürlüğünden istifa etse uyduruk bir şirkette veri giriş elemanı olarak ancak çalışır.gaye hanım bunun karşıtı olan istisnai kişilerden biri. bugün tcmb başkanlığını bıraksa muhtemelen çok daha yüksek kazanç ve imkanlarla özel sektörde yer bulur.hakeza mehmet şimşek, cevdet yılmaz gibi.bu yüzden bu hanımefendi giderse yerine gelecek kişilere dikkat. misal önceki başkan şahap bey'in uluslararası ne geçerliliği var. akp desteği dışında nerede ne göreve gelebilir.velhasıl-ı kelam bu iş masum gözükmüyor, ortada ciddi bir operasyon olduğu fikrindeyim. diğer yandan asıl hedef mehmet şimşek olmalı. ilk parça koparsa yapı yavaş yavaş sökülecektir.gerçi mehmet bey de tamamen teorik ve zor durumdaki halkı tümüyle ezen politikaları ile kendi kendini köşeye sıkıştırıyor.ekonomi o kadar kötü ki, ne yöne gitsek başka bir çukura düşeceğiz maalesef.",obispo,21.01.2024 12:33,null
"(bkz: meyve veren ağaç taşlanır) iki kelimeyi bir araya getiremeyen, kalkmış burada eleştiriyor. tekrar yazıyorum bu ülkenin ekonomisi başına damat geldi damat. enişte merkez bankasını taşıdı, vakıflar üzerinden uçurdu. kadin rakamsal verilerle, olması gerekeni yapıyor ve raporluyor. her rapor sonrası dedikodu ile kadini istifaya zorluyorlar. buyrun bakın bugüne kadar ki merkez bankası başkanlarına görsel son 4 başkanın ortak özellikleri neydi türk tipi ekonomi ile kuklalık yapmak. zaten rakamların farkına varan istifa etti. o kadar profesör çıktı anlattı ama ülkeyi tek kişi yönettiği için hep sorun çıktı. şimdi faiz lobisi inatla kadini istifa ettirmeye çalışıyor. yapmış olduğu doğrudan vazgeçmemesi lazım. oldu ki istifa ederse, vay halimize. seçim sonrası faiz, altın, dolar üzerimizden geçer ve tarihin en kötü krizine merhaba deriz.edit: imla",sakinolevlat,21.01.2024 12:37,12:38
"uzun yazmaya hiç mecalim yok. kendi ekibinden bir insanı bu kadının yerine öneren insanlar saygısızlıkta zirve yapıyor.yüksek faiz ortamından çıkıp yüksek enflasyon ile halkın cebindeki parayı daha çok sömürmek isteyen sermaye sahipleri şu tartışmaları keyifle okuyor.hafize gaye erkan ve ekibi istifa ettirildiğinde çok rasyonel, akılcı, über ekonomist fintweet aleminin nasıl göt olacağını merak ediyorum.",canlicansizvarlik,21.01.2024 12:38,null
"sen dereceyle boğaziçi'ni bitir. abdde doktora yap. orada namı yürüyen bir bankacı - analist ol. o hayatı bırakıp bu bok çukuruna gel. bir şeyleri düzeltmeye başla. sonra da baban yüzünden işler piç olsun. işini çok iyi bilen bir kadın. mevcut bakanla da iyi çalıştıklarını düşünüyorum ama burası türkiye. iddialar gerçekse kendisine valizini toplatırlar. umarım gerçek değildir de mevcut politika devam eder. iyi başladı, ortamı piç etmez umarım.",yektaa,21.01.2024 12:40,null
"merkez bankası başkanlığı, hogwarts'ta karanlık sanatlara karşı savunma dersi hocalığı ile aynı kaderi paylaşıyor sanırım. lanetlenen bu rolde uzun süre kalmak mümkün değil. bakalım kim-olduğunu-bilirsin-sen, hafize gaye hanım için bu bölümde nasıl bir son planlamış.",bellma,21.01.2024 12:43,12:44
"gaye hanım'ın yerinde olsam, dava etmeye ekşi sözlük yazarlarını şikâyet etmekle başlarım.",burnun kapiya kisilsin,21.01.2024 12:44,null
"ağa ben şu kafayı anlamıyorum:babasının merkez bankasında işi neymiş, orada nasıl birini azarlıyor işten attırıyormuş falan.. bunlara tepki gösterenler kendini norveçte isveçte falan yaşadığını sanıyor heralde. iett şöförü var başında. adalet sistemiz çökmüş, kurumların içi boşaltılmış. her şey bir kişinin iki dudağının arasında. bu neyin mantık araması? neyin kızması? neyin yadırgaması? faizi yükseltti diye kızıyorsanız söyleyin onu anlarım bak.",adenosine triphosphate,21.01.2024 01:12,01:16
"cv sine bakınca “gaye” ama iş icraata gelince “hafize” olan yurdum devlet memuru.demekki mehmet şimşek, bu para babamızın parası değil, derken direkt bu kadını hedef almış.",boylenickle,21.01.2024 01:19,null
"derin akp'nin algı yönetimi ustaları bile iyice paslanmış. eskiden bir gecede muhalefetin başındaki adamı harcıyorlardı şimdi bir merkez bankası başkanını bir ayda yiyemediler. size müstahak olan berat albayrak, nurettin nebati falan zaten, nasıl oldu da böyle profesyonel insanları göreve ikna ettiniz. iki ucu boklu değnek ben size söyleyim akp başarısız derin devleti. bu kadını görevden almazsanız seçimi kaybedersiniz, alırsanız da dolar 3-4 ayda 40 lirayı geçer yine halktan ekmek yiyemezsiniz. mağdur olacak yeriniz de kalmadı sizin de işiniz zor mk.",bilmiyosambelkidekonusmayadegmez,21.01.2024 01:23,null
bir gece yarısı kararnamesi ile görevinden alınacak gibi.,kumesizsoyutidealist,21.01.2024 01:25,null
bu chp trolleri beni de aktrollukle itham ediyorlar gerci ama sozlukteki gercek resmi “aktrol” hesaplara yaptigim ufak bir arastirma ile merkez bankasi baskanina iktidarin bir kanadindan ciddi bir operasyon cekildigi izlenimi edindim. ugur dundarin yayinladigi belgelerden de gordugum uzere kendisine bir iftira atilmis. bunlari yapanlar kimdir nedir ama cumhurbaskani acil bu ise el atmali ve konuyu kapatmali. aksi halde secimde eksi olarak doner. ama babasi falan cok gelip gitmemeli oraya. tanim: korunmasi ve kollanmasi gereken merkez bank baskanimizdir.,mguzun,21.01.2024 01:26,null
"siz gerçekten hafize gaye erkan ve mehmet şimşek gitsin ve faizler düşürülsün mü istiyorsunuz?e siz akpli olmuşsunuz o zaman. bunu yapmak kimlere yarar? müteahhite, galericiye, tüccara. kredi muslukları açıldığında enflasyon artacak ve kur uçmaya başlayacak. bunun halka tam olarak nasıl bir faydası var? sanıyorsunuz ki 5 milyonluk ev 5 milyon kalacak. nah kalacak! o ev de var 10 milyon olacak ve siz peşinatını dahi veremeyeceksiniz taksitlerini geçtim.böyle zamanlarda sabredeceksiniz. harcamalarınızı minimumda tutup birikim yapacaksınız. hangi enflasyon zammı reel enflasyon kadar yapıldı? kazancınız eridi gitti. bu erime olmasın istiyorsanız, enflasyon düşene kadar sabredeceksiniz.neymiş birini işten atmışmış. vah vah! sanki bu zamana kadar kimse kimseyi işten atmamış gibi. biraz gerçekçi olun.",muhendis akli,21.01.2024 01:29,null
"iş çıkışı dolmuş sırasında bile öne geçmek için hile hurdaya başvuran bir toplumda yaşarken hala japonyadaymışçasına bir şeylerin hak, hukuk, adalet, etik gibi düzlemlerde tartışılıyor olmasını anlamlandıramadım.edit: kendi yorumum ise uzak diyarlardan değil yaşadığım toplumundan edindigim tecrübelerle; abi banane yaa ekonomiyi düzeltsin de isterse amerika'daki arkadaşlarını çağırıp çiğ köfte partisi yapsın makam odasında.",transkript,21.01.2024 01:29,01:42
"ya arkadaşlar kadın türkiyenin bütün ekonomisinin ve parasının döndüğü merkez bankasının başkanı. bizim gibi 8/5 ofise gidip sadece patronlarının cebini ilgilendiren şirketler için 2 tuşa basıp ayın 5'inde maaşını beklemiyor. yetki sorumluluk ve görevleri her birimizin hayatını etkiliyor. haksız kazanç olmadığı sürece tabi ki konfor anlamında bazı ayrıcalıkları olacak. bu eşitlikçiliği kendi müdürlerinize yapabiliyor musunuz.kararlı ve sağlam politikaları var, babası kraldan çok kralcı olmuş olabilir. önünü keserler. gaye erkanın önünü kesmek isteyen, canını sıktığı kimler var acaba. bilemeyiz. iddialar çok büyük ve araştırılmalı ama bizlerden daha ayrıcalıklı bir iş ortamı da olmalı.",vitamin,21.01.2024 01:30,null
"bu arada bu hanımefendiye muhalefetten tek bir saldırı, eleştiri yok. bu ortalığın kaynaması nereden fokurdadi acep? ama herseyin üstünde her iktidardaki bürokrat olsun,bakan olsun, kaymakam olsun,muhtar olsun; tek iktidar sahibi sayın sultan recep bey'dir. sadece zamanını bekler, ama siz kendinizi eyleyin tabi. iç işleri bakanı da istanbul'a kayyum idi misal,hadi muhalif gencolar, umut lazım tabii.",noitisnt,21.01.2024 01:33,null
"batırdığı first republic banka da bebesi, ana-babası ile mi gidip geliyordu acaba dedirten..",cuteboss,21.01.2024 01:46,null
"işte ne kadar paran olursa olsun, ne kadar iyi üniversitelerde okursan oku, yurtdışında yaşa, isterse uzaya git o dna na işlemiş köylü kodlarından kurtulamıyorsun.mesele millete “halktan biri” imajı çizmeye çalışıyorlar ya işte uğraşmalarına gerek yok.o da bu halktan biri. şark kafası hep aynı.",izahimizahi,18.01.2024 18:40,18:40
bu habere bakin bu son 20 yilin en buyuk rezaletidir.tcmb başkanınin babasi ne alaka demeden makam odasi makam araci ve koruma sahibi oluyor bakin olabiliyor.bu ne aymazlik bu ne rezalet bu ne bitip tükenmişliktir.felaket bir haber bu en ciddi kurumda ülkenin para politikasına yon verilen kurumda para arzina yon veren kurumda senin baban kahvede okey masasi kurar gibi makam odasi sahibi oluyor.olayin taciz mobbing fasli işin komik onemsiz tarafında kaliyor esas mesele o adamin haber dogruysa orada nasil odasi olabiliyor.,foryoureyesonly,18.01.2024 18:41,null
ben şahsen biraz pelikan kokusu aldım,olmuyoor,18.01.2024 18:41,null
"bazı gruplar tarafından hedef alındığını düşündüğüm tcmb başkanı. merkez bankası başkanı olmak için süper cv'ye sahip olmanız gerekmez aslında. para politikası yönetmek excel formülü gibidir. kur-faiz makası, üfe, tüfe, ihracat toplam fiyatları, ithalat toplam fiyatları, asgari ücret, doğrudan yabancı yatırımlar, kamu harcamaları, ödemeler dengesi vs gibi parametreler paranın değerini istikrarını belirler. bu excele hakimseniz para politikasını iyi yönetirsiniz.",darkperson,18.01.2024 18:45,null
"bu hafize çok fena. geçen ahmet hakan'a verdiği demeçte resmen şimşek'ten rol çaldı bu kadın. yetmedi ne kadar ortodoks politika tersini yapıyorlar,sade ve sadece faiz artırmak ile bu iş olmuyor. doviz alım satımında en az %3-4 komisyon var,sadece bu bile herşeyi anlatıyor...",medcezir85,18.01.2024 18:45,null
"o değil de babası haberleri dolaştıkça kusasım geliyor, ben mb başkanıyım, paranın patronuyum, sorumluluğum başımdan aşkın, 85 milyonun parası önümde duruyor, babama diyorum ki : hadi tadını çıkaralım..veya günahını almayalım gayenin, babası: hadi çiftliğimize kuzu alalım, şu kediyi atın..",kozmopolit34,18.01.2024 18:47,19.01.2024 23:33
"babası ile ilgili iddialar doğruysa sorularım şunlar;* baba odada terlikle mi oturuyor? öyle ise dışarı çıkarken terlikle mi çıkıyor?* odada kettle var mı?* çok uykusu gelirse masaya mı yatıyor? refakatçi gibi koltukta mı uyuyor, yoksa tekli koltukta ayaklarını sehpaya koyup mu uyuyor?",xavier naidoo,18.01.2024 18:50,18:51
pelikancilar operasyon cekiyor ablama.,peresurin,18.01.2024 18:51,null
"yirmi senedir anlatıyoruz, devam edeceğiz ve ülkenin çimentosu olan şeref ve akıl sahibi insanlara hep söyledik, söyleyeceğiz: bakın dostlar, bu kadın eğitimli, yurtdışı görmüş, başarılı, girişken ve üstelik fiziken seküler ve modern değil mi? değil.akp bir suç örgütüdür. yeryüzünde yüreği iyi herhangi bir insanın akpli olmasının imkan ve ihtimali yoktur. hangisi biraz kazırsanız kazıyın, altından zimmet, rüşvet, iltimas, menfaat çıkar.bunların vatan, toprak, doğa, istiklal, adalet, insan sevgisi gibi erdemli ilkeleri yok. bunların soylu ve uğruna can verecekleri tek değerleri yok.örgütün yapılanması çıkar üzerine kurulu. en alttaki mahluktan, en tepedeki şebeke başına kadar tamamının yapışkanı para.başka zerre dertleri yok.dolayısıyla hafize gaye gider, nebati gelir, mehmet şimşek gider, hiç şaşırmayın; yarın bilal de gelebilir.buna göre mevzi alın, bu gerçekleri kafanıza iyice çakıp bunlara da ona göre muamele yapın.",birhayat,18.01.2024 18:52,null
"düzgün türk'ün akp'yle ne işi var amk. bu kadından ve mehmet şimşek'ten medet uman tayfa demirtaşı barış elçisi, sedat pekeri adalet savaşçısı, kılıçdaroğlunu da next cumhurbaşkanı sanan yarrakkafalı embesil muhalif tayfa.",therion dinleye dinleye baalist oldum,18.01.2024 18:54,null
"imam cemaat ilişkisi, bu ülkede 3,4 yerden maaş alanlar, oğulları kızları devletde söz sahibi olmaları protokol ile karşılanmları bunun gibi onlarca olay var, hata 128 milyar dolar bile bu kadar rahatsızlık vermedi, bu kadının üstünü çizmişler bu belli, pasta küçüldü birilerin canını sıkmış bu durum.",dokuzuncu koyden kovulan hobbit,21.01.2024 14:27,null
"göreve geldiğinden beri pelikan severler derneği tarafından sistematik linçe, karalamaya ve itibar suikastına maruz kalmaktadır.t: türkiye cumhuriyeti merkez bankası başkanı.",xezhir,21.01.2024 14:29,null
"bence herhangi bir finansal kuruluşu batmaya götürmüş kararları veren birinin yapmaması gereken bir işi yapıyor.ama liyakat masalı anlatanlar için sadece sahibi olduğu stem diplomaları için bir parça bilgi vereyim.bu ülkede üniversite diyebileceğimiz kamu okulları odtü, itü ve boğaziçi'nden ve biraz geleneği olan bilkent, koç ve sabancı'da kalburüstü birkaç bölümden her yıl ülkenin en parlak gençlerinden yüzlercesi mezun oluyor toplamda. sıralama mantığı nedeniyle de birkaç öğrencisi ilave olarak dereceyle mezun oluyor.şimdi geri dönüp düşünün son otuz yılda buraları dereceyle bitirmiş kaç kişinin medya organlarında haber olduğunu ya da ülkenin sermayesini elinde tutan binde birlik kesimden biri tarafından durduk yere övüldüğünü gördünüz? bahsettiğim şeyleri ekleyeyim:görselgörselhadi yukarıda tanımladığım grubun tamamını almayalım. 3.50 üstünde mezun olanların içinde bile sıra kendisine gelene kadar yürütmekte olduğu göreve getirilmesi için çok daha liyakatli birileri vardır ki ülkenin bu altı okul dışında da iyi eğitim veren başka iktisat fakülteleri daha var.kendisi gibi benzeri bir parlatmayı benim de mezunu olduğum odtü endüstri mühendisliği bölümünü 4.00 ortalamayla bitiren ali babacan içinde uzun seneler takip ettim.",bora ve gorkem,21.01.2024 14:30,17:21
"zaten ekşide bir kaç gündür sırtlanların bir araya gelip parçalamaya başlamasından, bu başlığın gündemden düşmemesinden belliydi fişinin çekildiği. diğer mecralarda yazılıp,çizilenlere girmiyorum bile. benim söylemek istediğim ise tamamen başka bir şey. bir insan bu yaşta merkez bankası başkanı olacak, bu kadar harika bir özgeçmişi olacak, gelir durumu şahane olacak kalkacak ""istanbul'da kiralık ev bulamadım annemlerle yaşıyorum"" yok "" 1 kişinin 10 evi olmamalı, 10 kişinin 1 evi olmalı"" ( allah aşkına 10 kişi nasıl 1 evin sahibi olabiliyor ne saçma bir argüman bu) gibi zırvalıklar söyleyebilecek kalibredeyse ki kendi seviyesine yakışmayan bu zırvalıklarıonun yerine başkası söylemedi gayet rahat kendi kendine söyleyebildi. e o zaman kendine yakıştırılan bu saçmalıkları da pekala yapmış ve kendini afiyetle yemek için hazır bekleyen kurtların eline koz vermiş de olabilir.",capella79,21.01.2024 14:35,15:56
"kendisini getiren de biz değiliz, ayağını kaydırmaya çalışanlar da biz değiliz, operasyon çekenler de biz değiliz. aslında konunun bizimle hiçbir ilgisi yok. biz her şekilde vergiler altında ezilecek olan sıradan insanlarız ama işin içinde olanlardan çok bizim gibilerin çenesi yoruluyor bu tarz konularla. haber kanallarında bu konu konuşuluyor. twitter'da bu gündem vs.bize ne abi? bir de buradan hafize gaye hanım'a destek verenler, tavsiye verenler var. oğlum siz ne ara böyle bir bağ kurdunuz bu kadınla?",ave sathanas,21.01.2024 14:43,null
"hakkındaki iddialar iftira olmasa bile çok elle tutulur bir tarafı yok. ailesi çalıştığı yerde özel mutfak yapmış yemeğini orda yiyormuş. eee bu mu yani? babasının emriyle biri işinden edildiğini iddia ediyor. açarsın işe iade davanı ispatlar işe dönersin. sanki ortada bir yolsuzluk iddiası var gibi oww moww diye abartılıyor. ayrıca bu iddiaların medyaya servis ediliş biçimi ve kimlerin yangına körükle gittiğine bakarsak da zaten gerçek olmadığını düşünüyorum. şahsi kanaatim, merkez bankası başkanına karalama kampanyası yapılarak koltuğundan indirilmeye çalışıldığı. bu tür ithamlar yıpratıcı olur. ben bu ülkenin bir vatandaşı olarak ve masumiyeti karinesi gereğince sayın merkez bankası başkanının tarafındayım. dava da açıldı ilgili kişiler hakkında. dava bitince görürüz ak koyun kara koyun kimdir ortaya çıkar. hemen gaza gelip insanları harcamak için dedikodudan ibaret ithamları yaymayın ya da algı operasyonlarına alet olmayın.",anselmus,21.01.2024 14:51,null
"kendisindeki karizma ve akıl ile taşak hiçkimsede yoktur. gidin başkasına algı yapın pkk nın köpekleri, fetönün artıkları sizi anca burada konusabilirsiniz. burası sizin pislik çukurunuz, sokakta ağzını açamayan ezikler sizi burayı boş buluyorsunuz avukat sayesinde. bu esesli arkadaşında parayla amerikaya getirip susturdular karışamasın diye. neyse yaw",son altesse serenissime,21.01.2024 14:56,null
kendisi amerikadayken burada operasyon cekilmektedir. aynı hastane yatağında başkalarına operasyon çekildiği gibi fetö senaryosudur. fetonun kopekleri sizi artık yemiyor kimse.,son altesse serenissime,21.01.2024 14:58,null
ne operasyonu yahu görevden alınması iki cümleye bakar. her şeyde komplo teorisi ariyorsunuz. ayrica kendisi basarili falan da değil. döviz sabitken bile enflasyon uçmuş durumda. olasi bir döviz artisinda enflasyonu dusunemiyorum bile.,elleri cebinde olan zdf yoneticisi,21.01.2024 15:14,null
"öncelikle türkiye cumhuriyeti merkez bankası değil, türkiye ""cumhuriyet"" merkez bankasıdır. her şeyden once olayın dogrusunu yanlışını ogrenmek lazım ki güzel güzel savunalım ya da linçleyelim.şimdi burda "" ne olmuş canım kadın çalışıyor"" minvalinde savunmalar var. arkadaşlar mal mısınız amk? bi insan çalısıyor diye her boku yeme özgürlüğü olabilir mi?yapmaz deyin, yapmamıştır deyin ama şu saçma argümandan vazgecin lütfen.",ruhfakiri,21.01.2024 15:31,null
amerikan tarihinde batan en büyük ikinci banka olan first republic bank'da 2014-2022 seneleri arasında çalışmıştır. bu süre içinde bulunduğu görevler şunlardır:chief investment officerchief risk officerchief deposit officerpresidentceofirst republic'in batışıyla ilgili olarak banka hissedarları yönetimi dava etmiş. davada yargılananlardan biri de hafize gaye erkan: https://dockets.justia.com/…ce/3:2023cv03096/414456kaynaklar:https://en.wikipedia.org/wiki/hafize_gaye_erkanhttps://en.wikipedia.org/wiki/first_republic_bankhttps://en.wikipedia.org/…ures_in_the_united_states,ayasyollari,21.01.2024 13:37,14:46
yerine göre hafize yerine göre gaye,muminkardesim,21.01.2024 13:41,null
kadın olması ve faizleri arttırması sebebiyle islamcıları rahatsız ettiğinden ve seçim öncesi siyasal islamcılara yaranmak için akp’lilerin fişini çektiğini düşündüğüm kişi.,lionking 1905,21.01.2024 13:44,null
"ahahaa... hem chp hem akp tayfası laf söylüyorsa nasıl bir kişi (cv) olduğu belli olmuştur. sağlam dursun, bu ülke böyle.",kesinlikle dengesizim,21.01.2024 13:44,null
(bkz: aktrollerin hafize savunması),goccu,21.01.2024 13:54,null
"bu ülkede son 20 yıldır pozitif reel faiz vermiş tüm mb başkanları şutlanmış. kader bile değil artık. kuzey kore ayarında kontrollü bir medyamız var (sosyal medya dahil). bu haberlerin hiçbiri laf olsun diye çıkmıyor. birkaç ay önce ev bile tutamadım demeci şirinlikten değil, bavulum hazır mesajıydı.",the twilight is my robe,21.01.2024 13:54,17:15
"gerek uzun süren abd ziyareti gerek ailesiyle ilgili iddialar olsun, bütün bunlar için güçlü bir açıklama yapılmalı.şahsiyeti, görevde kalması veya ayrılması benim umrumda değil. çünkü şu ana kadar aldığı faiz artırım kararlarının hiçbirini kendi iradesiyle değil, rte'nin izniyle ve mehmet şimşek'in güdümüyle almıştır. fakat aynı süratle 1 hafta daha gündemde kalmaya devam ederse, bu hepimiz için büyük bir sorun yaratacak.",flynec,21.01.2024 14:00,null
bu entryde iddia olmayacak. sadece tespit olacak ve belki bu tespit sayın erkan’a da yardımcı olur.hakkında söylenen iddaalar doğru mu yanlış mı hiçbir fikrim yok. kendisi okumuş ultra üst düzey yönetici. ama toplumda bu öfkenin birikmesinin sebebi şu.bu toplumun bir bölümü beyaz yakalı. özellikle ekşide takılanların çoğu beyaz yakalı. bu olayı kendilerinin yerlerine koyduklarında onur zedelenmesi yaşıyorlar. örneğin benim karıma haksız mesai yazıldığında ve baskı yapıldığında hemen çık o şirketten dedim. çıkardık çok şükür. halbuki ben o baskının fazlasını yaşadığım oluyor. bizzat liderim bir ara bana demişti ki “mesai yapmıyorsan bu iş sana uygun değil”. ben götümün kılıyla bile dünyanın en iyi mimarisindeki applikasyonlarını yazabiliyorum gelmiş bana böyle diyor. bakın bu olay o kadar yaşanabilir ki insanlar sorgulama gereği duymuyor.yani demek istediğim şu ki bu iddianın toplumdaki karşılığı mağduru korumak ve suçlu kim olursa olsun cezalandırmak gibi görünüyor. tam bir aile refleksi gibi. size tavsiyem şu ki eğer iddialar yalansa tam temize çıkarın ve kurtulun bu işten. merkez bankasını ve sizin itibarınızı çok zedeliyor. ha gerçekse zaten o iş kendi rayında gidiyor.,cabir bin george,21.01.2024 14:14,14:18
"bi rahat bırakın lan ekonomiyi, vallahi yeter ya.",eksiyazariolmayaaday,21.01.2024 14:14,null
