Content,Author,Date Created,Last Changed
kendisi yerine herhangi bir adam da aday olsa rte sayesinde aynı oyu alacaktır zaten. ben bu olayda tevfik göksu'ya çok güldüm. aşk nefret ihtiras üçgeninin tek kaybedeni ahshahs.,codef,16.01.2024 11:55,null
kadir mısırlıoğlu'na taziye mesajı gönderdiği için mhp'lilerden ve ülkücülerden oy alması mümkün olmayan akp adayıdır.,kahverenk,16.01.2024 14:01,null
"akp, belediye ekiplerinin başında baskın bir karakter istemiyor, zannederim göksu bu yüzden aday yapılmadı çünkü ileride başa bela olabilir ya da her şeyi hali altına supurmeyebilir. bu güne kadar olan adaylarda hiç problem yoktu hatta binali yıldırım olsa akp nin tam istediği düzenek olacaktı, o yüzden çok ısrar ettiler ve seçim tekrarlandi. ama şimdi sepette elma kalmadı o yüzden yönlendirmesi kolay bir isim gerekiyor. gecenlerde medyaya düşen de erdoğan in, kurum un yanında "" yok pazara aldık"" gafini da buna yorabiliriz. yukarıda da bir arkadaş yazmış, büyük belediyelerin ana muhalefette olması, hükumetin de denetlenebilmesi icin önemli. en azından bir güç ayrılığı oluşuyor. akp de olması ise, şu andaki güç sarhoşluğu ile birlikte ülkenin tamamen yok olmasına gidecek sürecin en önemli adımı olacağı şeklinde yorumluyorum.",l200,16.01.2024 16:32,null
"istanbul da doğmamış, istanbul da bir eğitim hayatı olmamış, istanbul da yaşamamış (sadece iki yıl görev yapmış) birini neden aday gösterirler anlamış değilim. buradan benim anladığım imamoğlu'nun belediye başkanı olmasını istiyorlar. bakanlığın sorumlulugunda olan mahmutbey trafiği açıklaması hepsi bilinçli gibi. imamoğlu belediye başkanı olarak devam etsin.",crew14,16.01.2024 19:33,null
söz verdiği evleri teslim edemeyen eski bakan! sıra istanbul’da diyor ahahaha,aiquidie,17.01.2024 14:37,null
(bkz: hasan at),domine deyus,17.01.2024 14:39,null
beşiktaş'ın başkanını süleyman seba zannediyor olabilir öyle bir profil.,atina gore kisneyen sahip,17.01.2024 14:39,null
erşan kuneri'nin ilk böümünün adı kuru muradbu da kurum murat :ddd,siparisi koreden 75 gunde gelen adam,17.01.2024 14:51,null
bankamatik memuru paralı ekotrollerin her gün başlığında çamur atmaya çalıştığı ibb belediye başkan adayı.ekrem'den 10 gömlek üstündür her konuda.,isozher,17.01.2024 14:55,null
"""hasan at!dursun tut! ali koş!""*",xavier naidoo,17.01.2024 14:59,15:00
adam evden çıkmamış lan hiç. adamın dünyadan haberi yok. istanbulun ilçelerini sayamaz ciddi diyorum.ve istanbulda en az %35 oy alacak bu adam. insanlar neden bu kadar aptal neden bu kadar cahil ya.,poorgreirat,17.01.2024 15:06,15:07
akp zoru başarmış ve istanbul için binali yıldırım'dan daha kötü bir aday bulmuş. gerçekten takdire şayan bir durum.,lonesomeboy,17.01.2024 15:37,null
herkes bıyığına takılmış ama kaşları bana çok itici geliyor,cano54,17.01.2024 16:20,null
kendisine geçmiş olsun. ibb başkanlığını kazanma şansı zaten çok azdı. artık hiç yok.(bkz: dursun özbek'in murat kurum açıklaması)dursun özbek' in maşallah dediği 3 gün yaşamaz. o yüzden bence şimdiden çekilsin adaylıktan.,terminus yerlisi,17.01.2024 16:30,null
"yakında patlayacaktır, halktan milletten kopuktur. içlerinde sadece erdoğan en dipten geldiği için onun ekmeğini yiyen tayfadandır. kendi potansiyeli sıfırdır. siyasetçi bile denmez.",kmlstakm,15.01.2024 13:02,null
"herhalde bunlar anlaşma yaptılar.başkanlık seçiminde çapsız kemal aday olarak tayyip erdoğan'ın önünü açtı.karşılığında da yerel seçimler chp'ye verildi. murat kurum gibi birisinin istanbul'u kazanma şansı yok. çevremdeki ak partililer bile adamı hiç tanımadıklarını, bilmediklerini söylüyor. çıkabilecek en kötü adaylardan birisi çıkarılmış bence.",inglorcarnesir,15.01.2024 13:06,null
"dua etsin de rte yerel seçimi genel siyasetle sürükleyebilsin, yoksa imamoglu bunu meydanda çatır çutur yer. kazanacak aday değil ama kazanırsa ""kazandıracak"" aday olduğu için, tamamen duygusal sebeplerle ismi rantçı tayfa tarafından öne çıkarılmıştır. ibb'yi arkasına alıp bir güç odağı olamayacak kadar iddiasız ve düşük profilli olduğu için de adaylığı kapmıştır. amiyane tabirle rte'nin ceketidir. bakalımdır görelimdir.",gok yeleli baykus,15.01.2024 14:08,null
üsküdar'dan beşiktaş'a git desen sora sora zor gidecek adam ibb başkanı adayı. akp'nin çaresizliğinin özeti.,hamurum,15.01.2024 15:03,null
"gittiği her yerde “cumhurbaşkanımızın talimatlarıyla” diye söze başlıyordu. o yüzden aday yapmış olabilirler.ayrıca bi kaç yıl önce; asgari ücretliler hem kira, hem konut kredisini nasıl ödeyecek?"" şeklindeki soruya; ""1 yıl vatandaşımız biraz dişini sıkarak, biraz eşinden, dostundan borç alarak, biraz belki ek mesai yaparak bu bedeli karşılayabilir."" diye cevap veren kişidir.",milasbulguru2,15.01.2024 18:33,null
bedava çorba.tarih: m.s. 362,insantamircisi,15.01.2024 19:17,null
özellikle o bıyık ile zerre güven vermeyen istanbul bşb adayı.,rg7321,15.01.2024 19:25,null
ben ak parti adayı olsaydım kazanma ihtimalim daha yüksek olurdu. ciddili.,uomo senza nome,15.01.2024 20:00,null
"bölünmüş muhalefete ancak bu tarz bir adamın kaybetme ihtimali vardı. şu ana kadarki performansı, adaylığının muhalefet için büyük şans olduğunu gösteriyor.",geceye turp sikan adam,15.01.2024 20:36,null
sandıkların başına bir hal gelmezse kazanma ihtimali sıfıra yakın.,quarantino,16.01.2024 00:07,null
oy değil günahımı bile vermeyeceğim siyasetçi.,yyildirayy,12.01.2024 11:20,null
"ülke medyasının tamamına yakınını satın alıkları için ve adına gazeteci dediklerinin %90'ı kendi köleleri olunca, bu tür gazetecilere ücretsiz toplu ulaşım vaadi tarzı cıvık haberler görmeye devam edeceğiz.",evelemegeveleme,12.01.2024 11:28,null
yeni binali'dir (bkz: joker).,mouseum mymoon,12.01.2024 11:32,null
"kurum: bacalarda biriken kalın is, karbonize atık, çöp.",kherei,12.01.2024 11:36,null
e zaten gazetecilere yani sarı basın kartı olanlara ücretsiz değil mi yoksa ben mi yanlış biliyorum demek istediğim ibb başkan adayı.,aykoliye,12.01.2024 11:46,13.01.2024 17:35
"cumhurbaşkanlığı seçiminde ekrem imamoğlunun, mansur yavaşın ve kılıçdaroğlunun bizi rezil etmesinden sonra oyumu imamoğluna kesinlikle vermeyeceğim, iyi partinin adayını bekliyorum ama bu adam dahi imamoğlundan iyidir.",serhatakgun92,12.01.2024 12:23,null
"aklıma kanal istanbul ve rantsal dönüşüm geliyor. tipine bakılırsa, birilerinin elinde oyuncak. kişilikli bir imaj göremedim. daha çok çömez havası var suratında ve tabii ki istanbulu bir çömez yönetemez.",vvebcini,12.01.2024 12:53,null
imamoğlu ve tayfasının kibrini gördükten sonra kazanacağını düşündüğüm siyasetçi. yürüyedur.,edebiyat surgunu,12.01.2024 12:54,null
şehir planlaması adına ülkenin en deneyimli siyasi figürlerinden biridir. başarılar kendisine.,dreigun,12.01.2024 12:55,null
maalesef recep türlü hile hurda ve algı çalışması ilaveten yargı ve polis desteği ile istanbul’u alacaktır.receb’in her şeyini alın ama parasını almayın. istanbul gibi altın yumurtlayan tavuğun kaybına recep çok içerlemiş kinlenmişti. recep hemen suçu işleyebilir yeniden teslim almak için.,janikoy,12.01.2024 12:56,null
ekrem imamoğlu ve paralı köpekleri tarafından linç edilmeye çalışılan başarılı siyasetçi. siktirin gidin amına koyayım eko başkanınız da sizde tarih olacaksınız.,altero,17.01.2024 16:32,null
imamoğlu karşısında hiç şansı yok. kademeli emeklilik sistemini getirmezse akp zaten bu ülkede seçim kazanamaz. maalesef imamoğlu da beklenen performansı gösteremedi. bu seçim ne imam'a ne kurum'a; oylar zafer'e oylar kademeye.,kesfedilecek,17.01.2024 16:49,null
bu tiple çok zor be.,kakobagi,17.01.2024 16:52,null
akp'nin kılıçdaroğlu'su.kılıçdaroğlu gerçi zaten akp'li olduğu için benzetmenin pek bir manası olmadı.,pluton un sucu ne,17.01.2024 17:03,null
kendisinin “ağırbaşlı aday” tiplemesi beni çok güldürüyor. rol yaptığı o kadar belli ki anlatamam. sırf ağırbaşlı durmak için ruhunu evde bırakıp geliyor herhalde konuşmalara. fakat tam bir npc gibi göründüğünün farkında değil.böyle mıy mıy konuşan bir adama akp'liler bile oy vermez.,lord of the eksi,17.01.2024 19:24,19:26
beklenen istanbul depremi olduğunda kimin belediye başkanı olmasını istemezsiniz diye sorulsa bir numaraya bunu yazardım.bu belediye başkanı seçilirse 4 şiddetindeki bir deprem bile felakete dönüşür.,amadeus zidane,17.01.2024 21:19,21:36
"ak partili seçmenlerin ""yeter ki cehape gitsin"" mantığıyla atladıkları ak parti adayı. şu anda rol yaptığına da yemin edebilirim ama kanıtlayamam. bunların tek derdi, paranın tekrar vakıflarına akması. hani çok dindar geçiniyorlar ama, imamoğlu'nun yaptığı bunca icraata rağmen, aktroller bir ağızdan ""çalışmıyor"", ""istanbul'u mahvetti"" vs ithamlarda bulunuyor sürekli. adamın icraatlarını paylaştığı videoların altında yapıyorlar bir de bunu. böyle bir salaklık görülmedi.. kimin paralı köpeklerinin daha çok çalıştığı ortada. utanmaz herif, göz göre yalan konuşacağına adamın instagram profiline bile baksan göreceksin yaptıklarını.kreşler, öğrenci yurtları, kent lokantaları, yarım kalmış metroların açılması, yeni metro hatları, tarihi yerlerin restorasyonu, meydanların yenilenmesi, yeni halk ekmek fabrikaları, sahildeki kaçak yapıların yıkılması.. bunlar ilk fırsatta aklıma gelenler. ama size kalsa ""çalışmadı"", ""istanbul'u mahvetti"" öyle mi? hani dinimizde yalan söylemek, iftira atmak büyük günahtı? işinize geldiği gibi tabii..",the man who must not be named,17.01.2024 21:34,21:37
"hiç ışık yok bu adamda, seçilemez.",ekaraurgan,17.01.2024 22:01,null
"istanbul'un 39 ilçesine metro getireceğim demiş. muhtemeldir adaları yalova'ya, şile'yi kocaeli'ye, silivri'yi tekirdağ'a bağlı zannediyor.",entelektuel,17.01.2024 23:29,null
"akp istanbul büyükşehir belediyesi başkan adayı. kendisi bakan iken de silik bir profile sahipti. ya da çekirdekten yetişme milli görüşçü olmadığı ve genç olduğu için biz o payeyi veriyoruz kendisine. bilemedim. ama şu açık; erdoğan son dönemlerinde ya teşkilatın yaşlanması ya da geniş kesimleri memnun etme gayreti nedeniyle böyle teknokrat görünümlü ama kendisine sadık, hayalet adamları tercih eder oldu. kurum da bu profilde bakanlık yaptıktan sonra 'ol dedi, oldu' hesabı başkanlığa aday oldu.istanbul'da kendisinin pek bir şansı olduğunu düşünmüyorum. istanbul; nüfus dinamizmi ile dünyaya açıklığı ile her zaman türkiye'nin amiral gemisidir. o yüzden değişen ve yavaş yavaş oturan seçmen profili, imamoğlu ile bir özdeşlik ilişkisinin kurulması nedeniyle kurum'u şanssız görüyorum. akp tabanı erdoğan'ı kurum için bir şans görürken, imamoğlu seçmeni de erdoğan'ın varlığını imamoğlu için tersten bir şans olarak görecek. ayrıca murat kurum o kadar dışarıdan ve teknik bir şekilde istanbul adayı yapıldı ki dış kapının dış mandalı konumunda kaldı gibi görünüyor.istanbul'daki her ulustan göçmenin, mültecinin ve sığınmacının vatandaşlık durumları dengeyi değiştirmezse seçim sonuçlarında ciddi bir değişiklik olmayacaktır. ayrıca kurum'un yerinde olsam bıyıkları keser, sol tarafa yatan saçı daha yukarı kaldırırdım. bu haliyle çok özensiz ve düz görünüyor.",irrevadis,18.01.2024 00:36,null
allah siyasal islamcılık güzelliği vermiş maşallah. bir bu bir de bekir bozdağ resmen tanrinin varlığının kanıtı gibiler.rönesans dönemi sanat eserlerinin etle kemik bulmuş halleri.,izahimizahi,18.01.2024 01:45,null
"akparti bu kafayla giderse emekli zammı, kademeli emeklilik, staj ve çıraklık gibi halkın beklentilerini karşılayacak hareketler yapmazsa hayalinizdeki istanbul ve ankara'yı zor alır.bu genel seçim değil oy alman gereken bu insanların yaşadığı büyükşehirler buralar ve 10.000-20.000 önemli olduğu seçim kaybettiği yerler siz elinizin tersi ile ben almak istemiyorum diyorsanız yüzbinlerce kişinin oyunu bu kafayla devam edin.cumhurbaşkanına akıl fikir verenlerde sanırım hiç oy gelecek yerlerin hesap kitap bilgisi yok. bazen chp genel merkezdekilerden daha beter vizyon hatası yapanların akrabaları bu partide de çalışıyor diye düşünüyorum.zaten adaylarında bana oy ver diyecek tipler değil.",gkhnwe,18.01.2024 06:22,null
"gectim lider isigini ve karizmasini, lisede biyiklari cikmaya basladiktan sonra bıyık bırakıp, mubarek bu olmaz, selamin aleykum muhterem v.s. gibi cumlelerle okulda gezen uzun boylu lise ogrencilerine benziyor.",euthanasia,18.01.2024 07:29,null
seçimler için ankara belki istanbul zor diyorum..isteyen muhalefet veya iktidar kendince yorumlayabilir.,paleokastro,18.01.2024 08:26,null
"(bkz: #160702002) debe'ye giren başlığı okuyunca ilk tepkim: ohaaa doğru söylemiş lan! oldu. zira bu millete 30 milyon tasarruf ettik derseniz hakikaten bunu iplemez, yapılan eserlere ve projelere bakarlar. halkta oluşan devlet imajı bunu gerektirir; gözle gördüğü, elle dokunduğu şeyi arar bu millet. yok şu kadar para artırdım, yok bu kadar yeri talandan kurtardım, hepsi hikaye. bu başlık bildiğin murat kurum pr'ı içeriyor arkadaşlar. ben bile hikayeyi okuyunca, la ne efektif bir adammış dedim içimden. t: eski bakan, yeni ibb başkan adayı.",el x,18.01.2024 10:53,null
"şöyle bir debeyi gezerken farkettim ki debe'ye dedikodu entarisinin girdiği kişi, vekil. (sanırım vekil, bu ""koltukkaptı""ların pozisyonlarını karıştırıyorum arıtk).muhaliflik böyle bir şey değil arkadaş, çamur at izi kalsın. 3 paragraf dedikodu giriyorsun ""demiş"" yazıyorsun. bunu okuyan iktidar yanlısı da konsolide oluyor, savunmayacağı adamın önüne kendisi atlıyor.kendisi hakkında bir muhalifin yapabileceği en iyi yorum, erdoğan'ın akşener'e uğradığı tarife olan ""pek bir önemi olmadığı"" yaklaşımıdır. zira istanbul yarışı imamoğlu ve erdoğan arasında olacak, sonucu chp ve iyip'in kaybettiği küskün seküler milliyetçilerin oy verip vermeyeceği belirleyecek. geri kalan herkes kamplaşmış zaten. kürtler, aleviler bir tarafta, sünni muhafazakarlar bir tarafta.",dupdupdupdupdupdurudubut,18.01.2024 11:31,null
"'bu milletin sizin tasarruf ettiğiniz 30 milyondan haberi olmaz, yaptığınız binalardan, tesislerden haberi olur. size bütçe verildi ise gerekli gereksiz yapın işte bi'şeyler""hatta ederinin kat kat fazlasina 20 yıllık euro ile garanti odemeli köprü yol tünel şehir hastanesi vs yapın ki hem reklamin alası olsun, hem de asıl onemlisi milyarlar sürekli birilerine aksın. nasıl güzel formül ama.sonra da emeklin halkın her geçen gün sefalete daha da bogulsun. ne olur ki, kitleleri yonlendirdigin surekli yeni düşmanlar, iki hain ile tüm sorumluluk savusturulur. sisi israil cehabe abd kıskanan almanya vs vsçok güzel düzenek, başında duran için tabii",gulunce gunesler acan,18.01.2024 18:59,19:02
başkan adayı olarak murat kurumdan zibilyon tane daha iyi aday bulabilecekken erdoğanın murat kurum tercihini anlamış değilim. misal geçtiğimiz dönemde çevremde bütün bakanlar hakkında en az bir kere konuşma geçmişken murat kurum hakkında bir kere bile bir sohbet yapmışlığımızı hatırlamıyorum. kazanamaz demiyorum ama oy olarak artı katmaz hatta şu anda kadar ki performansına bakarak oyun azalmasına bile sebep olabilir,masterteacher,18.01.2024 19:16,null
kazanamaz diyip parmak basıyorum.liderlik vasfı yok bir kere. bunu daha önce kim için söylemiştik tahmin edin.,mavi mucize viagra,18.01.2024 21:31,null
"ekrem imamoğlu - ibb'ye bağlı kiptaş'ın 13 ayda konutları teslim ettiği tuzla bölgesinde, murat kurum-toki'nin 25 aydır inşaatları tamamlayamadığı ortaya çıktı.ayrıca kiptaş'ın sabit taksitle evleri sunduğu, toki'nin ise her 6 ayda bir taksitlere zam yaptığı öğrenildihttps://twitter.com/…ber/status/1747864008676511851",kahverenk,19.01.2024 00:41,null
"çevre ve şehircilik bakanı iken bir ili ziyareti sırasında o ilin çevre ve şehircilik bakanlığı taşra teşkilatı ile bir toplantı yapmış. taşra teşkilatının genç ve idealist bir bürokratı murat kurum'a bazı gereksiz projeleri iptal ederek hem arazi yağmasını durdurduklarını, hem mevcut devlet arazilerini daha faydalı projeler için boş tuttuklarını, en önemlisi ise bu proje vetoları ile bakanlığı 30 milyon türk lirası masraftan kurtardıklarını söylemiş. genç bürokrat bakan hazretlerinden bir takdir beklerken, murat kurum bütün taşra teşkilatının olduğu toplantıda genç bürokratı azarlamış ve""30 milyon kâr etmişlermiş, 30 milyon bizim bakanlık için para mı be? siz neden projeleri iptal ediyorsunuz. bu milletin sizin tasarruf ettiğiniz 30 milyondan haberi olmaz, yaptığınız binalardan, tesislerden haberi olur. size bütçe verildi ise gerekli gereksiz yapın işte bi'şeyler"" demiş. bu toplantıdaki görüşleri, bakanlığı esnasındaki uygulamaları nasıl bir belediye başkanı olacağına delalet eden belediye başkan adayı.",bineviozguven,17.01.2024 00:13,null
"cevre kirliligi, trafik kaosu, tedarik sorunlari, akilli sehir, iklim degisikligi, kentsel gelisim, istanbullularin gelecekte temiz enerji kullanabilmesi, inovasyon, kentsel planlama, gelecekteki sehir nasil olmali bunlardan haberi yok bu adamin. cok sinirli ve hic sevimli degil. itici bir insan. berat albayrak bile böyle itici olamamisti.hedef insaat ve dinmi? kontrolsüz bir sehir istanbul. corba verecegim size derken murat kurum insanlari salak saniyor herhalde.son o büyük secimde hadi devlet vatan dedik, ama bu kadar itici birisini istanbula aday yaparsaniz..tanim: tehlikeli bir insan! imamoglunu sevmem, ama ekremin yine kazanmasini istiyorum istanbulu.",altisilindir,17.01.2024 01:11,01:50
sevimsiz biri olduğu gerçek.ola ki kazandı tayyip ne derse şaak diye yapacak birinden hele ki bi konyalıdan istanbula hayır gelmezarap zenginleri bu kazansın diye kesenin ağzını bile açabilirkanal istanbul saçma sapan rant projesinden hiç bahsetmiyorum bile.,kartalbafilerrr,17.01.2024 01:28,null
"herkesin kendisi gibi bir arkadaşı vardır mutlaka. tipini görünce direk malum arkadaşlarım gözümün önüne geldi.malum arkadaşın özellikleri:- bedava olarak malum dershaneye gider.- sürekli ""etli pilav"" yer, sizin de yemenizi telkin eder. eve çağırır.- derslerinde iyidir.- kızlarla muhatap olmaz. bonus olarak ellerini bile sıkmaz.- 2007 sonrası namaz kıldığını saklamayı bırakmıştır.- karakterine göre sagopa kajmer dinler.- atatürk, laiklik, ateizm konularında kesinlikle yorum belirtmez.- çorap kokar.- 3-4 erkek topluluğu ile dolaşır.- kumaş pantolon içine sokulmuş çizgili kısa kollu gömlek giyer. - kolormatik gözlük takar. bu özellikler ile murat kurumun bir ilişkisi yoktur. sadece bir arkadaşımı aklıma getirmiştir. *tanım: ibb başkanı adayı.",igor kukushov,17.01.2024 12:49,12:57
kazanmasına ihtimal vermediğim aday,leopar beyefendi,17.01.2024 12:51,null
"beşiktaş başkanı ile gerçekleştirdiği görüşme sonunda basına yaptığı sözlü açıklamada beşiktaş spor kulübü demiş olan aday. sensin spor kulübü dedim istemsizce bu sözü duyduğum an. orası beşiktaş jimnastik kulübü, spor kulübü değil.",crazyspecialist,17.01.2024 12:52,null
"iyi adamdır, dürüst insandır bilemem ama siyaset işini pek beceremiyor. konuşmaları çok tekdüze ve duygusuz. fazla acemice ve heyecanlı. beşiktaş ı ziyaret edip kulüp adını yanlış söylüyor, peşine başkanın adını söylelerken şaşırıyor. sokakta halka diyalog kurarken aynı sıkıntı devam ediyor. biran önce hata yapmadan ayrılmak istiyor gibi hava estiriyor. aşırı yapmacık hali direkt belli oluyor. karşısında ise bunun tam tersi bir adam var. laf cambazı ve yalanda söylese inandırıcılık seviyesi yüksek biri. istanbulda particilik yapanların dışındaki oyları maalesef alamaz. kimseyi ikna edecek kabiliyeti yok. chp zamanında riske girdi kimsenin tanımadığı imamoğlunu çıkarıp kazandı. ak parti bu cesareti göstermeyip hata etti. daha dinamik, daha siyasete hakim bir çok ak partili ilçe belediye başkanı mevcutken. özellikle güngören belediye başkanı murat kurumdan fazla oy alırdı.",yostodevski,17.01.2024 13:07,null
mevzuya biraz yabanci biri:https://x.com/…173754?s=46&t=cbdzeion5_tz8icwgkjj6a,destroy everything,17.01.2024 14:31,null
"beşiktaş jimnastik kulübüne beşiktaş spor kulübü, hasan arat'a hasan at diyen ibb başkan adayı. bu tarz hataları ekrem imamoğlu'nun yaptığını düşünün. organize şekilde anında doluşurlardı buraya.",tommyangelo,17.01.2024 14:32,null
"istanbul'a oldukça yabancı biri. bağcılar'a bıraksak tek başına ümraniye'ye geçemez, kaybolur. bu tip şehre yabancı adamlardan fayda gelmez. muhtemelen de seçilemez çünkü akp seçmeninde dahi heyecan yaratamadı.",asabi,17.01.2024 14:35,null
"önceliğinin deprem olduğunu vurgulayan ibb başkan adayı.21 yıldır üyesi olduğu parti iktidarda. 21 yılda istanbul'u neden depreme hazırlamadınız? hadi imamoğlu 5 yıl hiçbir şey yapmadı ki bu yalan olur, akp dönemindeki ibb neden bir şey yapmadı?kendisine oy verecek insanlar bunları sormadan, cehape gitsin diye mührü vuracak. istanbul'u gerçekten önemseyen, seven bir vatandaşın dikkatini bile alamaz.",rikousan,20.01.2024 18:42,19:25
bırakın istanbul'u belediye otobüslerinden birini bile yönetemez.,kiri,20.01.2024 23:15,null
"lan gerizekali embesiller, adam akp bakanı. o yirmi bilmem kaç yıllık hükumetin bakanı ,imar affı bakanı. yok ağa, bu sözlük artık troll saldırısı altında değil, birebir akp propaganda yeridir.",noitisnt,21.01.2024 00:43,null
"seçimi kaybetmek için en uygun adaydı, o da zaten verdiği beyanatlarla seçimi kaybetmek için var gücüyle çalışıyor.istanbul yine laz müteahit'e kalacak anlaşılan.",madonnanin yagli zenci s2,21.01.2024 01:11,null
"tamamen fail. karizma sıfır, sempati sıfır, bayağı sönük. hitabet yok, laf sokamıyor, üzerine gelindiğinde kriz yönetemeyip kameraları eliyle kapatmaya çalışıyor, bot seçmenler olmasa zerre kazanma ihtimali yok lakin cehap öyle rezil durumda ki tüm bu şartlara rağmen imamoğlunun kazanması garanti değil.",limitsiz karakter iceren nick,21.01.2024 13:08,null
"en azından binali yıldırım bazı kesim için saf ve sempatikti, bu adamda o da yok.",insan i mahlukat,19.01.2024 02:50,02:52
kilictaroglu aday oldugunda bizde agzimizla destek verip icimizden kufur ediyorduk eminim akplilerde suan ayni hissiyati paylasiyorlardir.,sokakkargasi,19.01.2024 02:59,null
"bence yanlış bir tercihti zaten ama şu an inanılmaz yanlış bir tercih olarak görüyorum böyle olduğunu tercih ettikten sonra anlamışlardır onlarda sanırım.şu adamı görüp kazanır bu diyen akp'li gerçekçi değil, holigan kafasındadır .",im blind not deaf 1,19.01.2024 03:08,19:32
"hitabet, karizma, retorik… hiçbir şey yok. imamoğlu'nun tam istediği rakip. boşa heveslenmesin zira finalde bozuk para gibi harcanacaktır…",sen kurban ol bu cambaza,19.01.2024 03:08,null
bunu bile destekleyenler var. ne desem bilmiyorum.,blacklist2,19.01.2024 03:20,null
"ilk başta murat kurum'u o kadar şişirdiler ki kesin kazanır diyordum, ama konuştukça görüyoruz ki tamamen balonmuş. akp'nin istediği aday profili gündem hakkında fazla yorum yapmayan kadir topbaş vari birisiydi. ama bu profil fazla oturmutor kendisine. bence çıkaracakları en iyi aday fatih belediye başkanı mehmet ergün turandı",naonsanon,19.01.2024 14:55,14:55
"bu arkadaş da olmayan bir şey var, çok itici, bir anda ağzını bozacakmış gibi sinirli itici bi tip.",winchester brothers,19.01.2024 16:39,null
"iyice şaşırdılar abi bu nedir?buraya bakan ilgili, yetkili* biri varsa şunu bi teyit etsin bi' zahmet. hesap yapalım:100 bin köpek olduğunu kabul edelim, günlük köpek başına, her şey dahil 1 (bir) dolar maliyet olsun diyelim (bak buna barınak kurulumu dahil, öyle düşün),günlük 100 bin dolar x 30 gün = 3 milyon dolar3 milyon x 12 ay = 36 milyon dolar36 m x 30 lira = 1 milyar 80 milyon liradiyelim ki becerip yaptınız, bu parayı sokak köpeğine harcamanın mantığı ne?ki bu rakamlar komik, gerçek belki bunun 3-5 katı olacak...bu akıl tutulması, başka izahı yok...allah akıl, fikir, izan ve önemlisi vicdan versin...",kendini arayan adamin kendi,19.01.2024 17:32,null
"hitap ettiği seçmen kitlesi tarafından hiçbir heyecan uyandırmayan aday. yani soylu falan olsaydı bile daha çok coştururdu ortalığı *işin şakası toplum olarak popstar değil icraat yapacak adamı seçmemiz gerektiğini öncelikle bilmemiz lazım. ama icraat açısından da beni heyecanlandıran bir şey yok ortada. 39 ilçeye de metro yapacakmış. eee bu hatların güzergahları neresi, planı ve projesi belli mi, maliyetleri nasıl karşılanacak, 10 bin kişinin yaşadığı 4-5 adayı kapsayan adalar'a da metro gelecek mi?valla siyaset böyle bir şey ise ben de aday olup hamilelik üç aya düşecek vaadiyle seçmenden oy isteyeceğim. doğru bir partiden girdiğim taktirde zaten %40 oyum hazır.",portovezik,19.01.2024 21:27,null
"bu ekşicilerden eskiden üç beş sağlam yerinde yorum öğrenir ufkumuzu açardık şimdi burası aklıyla değilde içgüdüleriyle yazan insan mezarına döndü.1.neymiş:yok çoskulu heyecanlı bir aday olursa daha iyi olurmuş.hatta yazarın biri soylu gibi adam lazım demiş.ulan güzel kardeşim hükumet muhalefetin karşısında kenetlenmesini istemiyor o yüzden antipatik ya da kuvvetli aday göstermeden kimsenin tepkisine yol açmayacak daha hayalet bir aday profilini seçti.zamanında sayın ince vardı, çok coşkuluyduno kadar coşkuluydu ki seçim otobüsünde tek başına bağırırsın laf sokma sanatında üzerine yoktu ne oldu,öte tarafta fatih erbakan vardı coşkusuz akademik konuşurdu ama oyların %5 ini konsolide edip istediğini iktidar etme gücü var.bizim memleket popstra bakmaz bizim memleket arkasında kurumların olduğu adayın etrafında çıkarları doğrultusunda kitlenir, yani iktidar cenabı yok bu adam konuşmayı bilmiyor diye asla oy vermemezlik etmez.birinci avantajı iyi parti ve ana muhalefetin ortaklık kuramadığı şu dönemde karşı tarafın nefretini alıp, ya da muhalif seçmeni birleştirecek bir aday değil bu büyük avantaj.ikinci en önemli noktası adamlar rakibin zayıf noktasını bulmuşlar,depreme dayanıksız ev ve yenileşme mevzuları zira bu tarz projeler büyük devasa yatırım gerektirdiği için ekrem imamoğlunun altından kalabileceği tarzda işler değildi.bu da m.kuruma acantaj katıyor.son olarak istanbulda m.kurum tek başına savaşmaz yanında onunla savaşacak kişi çok fazla.ama kilictaroğlunu götürüp özeri getirenler ekram imamoğlu harcamak istiyor.onun yanında sahaya inip yoğun propaganda yapacaklarını sanmıyorum.ekrem bey bu savaşı kilictaroğlunu deviren adam olarak genel siyasete çekmek istese de yeteri kadar ses getirmemiş belediye başkanlığı döneminden dolayı bunu kolay kolay yapamaz.heh şimdi bizim emekli kızgın asgari ücretli oldukça kızgın bu kızgınlık iktidarı istanbulda devredilir mi kesinlikle evet. ama tüm yukarıda sandıklarım ekrem imamoğlu devredilir mi evet.bu memleket şu projeyi yapıp para israfı yapmadikcıları, yatırım gelmiyor ama bak yemiyoruzcuları sevmez bakalım ne olucak.",aksiyon27,20.01.2024 18:32,null
"badem bıyıklı itici bir karakter , döneminde depremden 50 bin insan ölmüş , hemde çevre ve şehircilik bakanıyken , evet doğrudan onun suçu değil ama temsilen olsa bile istifa edebilirdi. ödül olarak ibb baskanlığına aday yapıldı. şaka gibi trajikomik bir ülke.",manve,09.01.2024 09:28,null
"bunun bakanlığı döneminde salda gölünün ayakla basılmaya bile imtina edilen kumları çalındı, buldozerlerle girildi, gölün ve çevresinin a.. k …",mekikcik,09.01.2024 09:38,null
